barrio,dia,direccion_viento_tarde,direccion_viento_temprano,horas_de_sol,humedad_tarde,humedad_temprano,id,llovieron_hamburguesas_hoy,mm_evaporados_agua,mm_lluvia_dia,nubosidad_tarde,nubosidad_temprano,presion_atmosferica_tarde,presion_atmosferica_temprano,rafaga_viento_max_direccion,rafaga_viento_max_velocidad,temp_max,temp_min,temperatura_tarde,temperatura_temprano,velocidad_viendo_tarde,velocidad_viendo_temprano
Puerto Madero,2012-05-23,Norte,Nornoreste,8.5,36.0,60.0,79197,no,4.0,0.0,1.0,6.0,1010.6,1016.0,Norte,56.0,19.7,11.7,18.9,13.3,31.0,13.0
Caballito,2014-01-13,Estenoreste,Sureste,,58.0,65.0,19859,no,,0.0,,,1020.2,1021.7,Este,35.0,26.4,20.3,25.2,23.1,19.0,13.0
Agronomía,2017-06-13,Estesureste,,,67.0,100.0,3027,no,,0.2,,1.0,1029.8,1031.3,Sureste,17.0,15.9,3.3,15.4,6.6,6.0,0.0
Villa Lugano,2011-03-02,Estesureste,Este,11.7,21.0,42.0,118419,no,11.4,0.0,0.0,0.0,1009.2,1013.3,Este,46.0,33.1,20.5,33.0,25.0,26.0,22.0
La Boca,2009-04-14,Noroeste,Oestenoroeste,6.7,51.0,90.0,39641,si,0.0,1.8,4.0,6.0,1010.7,1014.9,Noroeste,35.0,27.6,17.7,26.6,19.7,15.0,17.0
Floresta,2011-11-01,Oestesuroeste,Este,12.9,27.0,61.0,37533,no,7.4,0.0,2.0,1.0,1014.9,1019.7,Oestesuroeste,39.0,26.6,6.3,25.3,15.6,20.0,7.0
Vélez Sársfield,2009-05-11,Sur,,4.0,70.0,97.0,99674,no,0.6,0.0,5.0,6.0,1024.0,1025.7,Sur,26.0,16.5,4.7,15.0,9.0,13.0,0.0
Villa Urquiza,2016-01-13,Sur,Noreste,,,82.0,143352,si,,83.2,,1.0,1008.5,1013.5,Noroeste,54.0,36.5,23.4,,27.9,9.0,4.0
Almagro,2010-10-06,Estenoreste,,,71.0,89.0,3683,no,,0.2,,,1019.0,1022.9,Estenoreste,30.0,22.6,15.3,21.2,18.0,13.0,0.0
Recoleta,2009-08-22,Nornoreste,Norte,5.8,65.0,93.0,81231,si,2.6,2.0,,,1002.1,1005.8,Nornoreste,56.0,15.1,4.6,14.2,7.7,30.0,20.0
Villa General Mitre,2017-06-11,Nornoreste,Noreste,4.5,16.0,28.0,117614,no,,0.0,,7.0,1021.2,1023.5,Estenoreste,41.0,24.1,12.7,23.3,16.0,9.0,20.0
Villa Real,2015-12-27,Sursuroeste,Nornoreste,9.6,,,132484,si,5.0,15.0,7.0,2.0,1021.1,1019.3,Sursuroeste,46.0,19.2,6.7,18.5,14.6,15.0,15.0
Constitución,2013-11-26,Sursureste,Oestesuroeste,7.7,46.0,61.0,32212,si,7.4,4.2,1.0,7.0,1016.4,1016.7,Sursureste,41.0,22.9,14.7,22.2,17.0,22.0,13.0
Villa Urquiza,2014-05-14,Estesureste,Sureste,,31.0,60.0,142743,no,8.0,0.0,6.0,0.0,1008.9,1013.6,Este,41.0,34.4,17.6,33.3,25.1,19.0,13.0
San Cristóbal,2014-04-15,Sursureste,Sur,,62.0,63.0,92112,no,,1.0,,,1014.0,1016.1,Sur,54.0,25.2,19.2,23.2,22.7,35.0,33.0
Villa Riachuelo,2016-08-10,Nornoreste,Noroeste,,78.0,91.0,135751,si,,13.6,8.0,8.0,,,Oestenoroeste,50.0,11.8,6.8,10.3,9.9,22.0,9.0
Parque Chacabuco,2013-07-26,Nornoreste,Norte,9.0,40.0,86.0,71971,no,3.6,0.0,0.0,1.0,1025.2,1027.7,Norte,19.0,18.1,1.7,17.2,6.3,11.0,7.0
Villa Luro,2009-08-05,Noroeste,Nornoreste,5.6,58.0,75.0,121038,no,1.6,0.0,6.0,4.0,1012.0,1015.4,Oestenoroeste,37.0,20.2,7.7,19.1,13.6,17.0,7.0
Villa Real,2010-06-09,Oestesuroeste,Oestenoroeste,3.5,58.0,67.0,130546,no,1.8,0.0,6.0,5.0,997.7,998.4,suroeste,48.0,13.2,4.8,9.2,9.7,20.0,6.0
San Telmo,2016-09-04,Oestenoroeste,Norte,,54.0,77.0,99218,no,,1.0,,,1026.9,1027.3,Oestenoroeste,24.0,17.1,8.7,16.1,12.3,13.0,4.0
Nueva Pompeya,2015-08-01,suroeste,Oestenoroeste,,66.0,96.0,60487,si,,3.0,7.0,8.0,1014.7,1012.8,Oestesuroeste,39.0,10.7,2.9,10.2,10.0,9.0,11.0
Palermo cheto,2015-10-30,Estesureste,Estenoreste,,16.0,34.0,144855,no,,0.0,3.0,,1010.2,1015.0,suroeste,57.0,37.8,21.8,36.3,28.0,9.0,7.0
Villa Devoto,2013-03-18,Sur,Sursureste,,53.0,92.0,113059,no,,0.0,,,1013.7,1016.0,Sur,33.0,28.8,17.1,26.8,18.7,17.0,9.0
Nueva Pompeya,2014-06-11,Noreste,Este,,78.0,93.0,60071,no,,0.2,,,1022.1,1026.0,Nornoreste,30.0,15.0,1.8,13.6,8.1,15.0,7.0
Vélez Sársfield,2013-12-22,Oestenoroeste,Oestenoroeste,3.0,72.0,81.0,101271,si,2.0,7.8,8.0,7.0,1008.5,1006.8,Oeste,44.0,21.1,13.0,18.7,20.5,30.0,20.0
Coghlan,2009-07-28,Oeste,,,39.0,82.0,24367,no,,0.0,,,,,Oeste,30.0,19.4,2.4,17.7,8.5,19.0,0.0
Villa Luro,2015-11-17,Oestenoroeste,Noroeste,9.0,84.0,61.0,123244,no,10.8,0.0,7.0,1.0,1009.3,1006.1,Oestenoroeste,43.0,26.0,14.9,19.6,24.6,19.0,15.0
Belgrano,2015-06-01,suroeste,Sursuroeste,8.6,58.0,96.0,14320,no,1.8,0.8,2.0,7.0,1019.3,1021.1,suroeste,44.0,16.3,7.6,15.8,8.5,28.0,11.0
Recoleta,2015-09-28,Oestesuroeste,Nornoreste,5.8,61.0,87.0,83370,no,3.0,0.0,,,1017.5,1018.3,suroeste,39.0,15.0,3.7,13.5,12.1,20.0,9.0
San Telmo,2010-05-31,Sur,Sursuroeste,4.6,56.0,77.0,97019,si,1.8,2.0,,,1018.3,1021.1,Sursureste,28.0,17.2,11.6,16.9,13.7,9.0,7.0
Palermo,2014-09-17,Oestesuroeste,Oeste,6.1,62.0,63.0,66187,si,1.0,2.0,7.0,5.0,1015.4,1014.2,suroeste,67.0,14.2,6.6,12.4,11.9,33.0,31.0
Chacarita,2012-04-24,Este,Este,8.3,69.0,64.0,22298,si,4.0,1.2,6.0,3.0,1019.6,1021.6,Este,46.0,22.6,18.5,22.2,21.3,22.0,28.0
Villa Devoto,2012-11-01,Estenoreste,Este,,63.0,74.0,112981,si,,2.0,,,1013.9,1018.0,Estenoreste,37.0,19.9,11.0,17.1,14.4,17.0,15.0
Palermo,2013-12-05,suroeste,Oestesuroeste,4.9,82.0,58.0,65901,si,4.4,5.2,7.0,7.0,1004.3,1001.5,Sursuroeste,59.0,15.8,8.6,9.7,12.1,22.0,31.0
Villa Ortúzar,2015-05-19,Sur,Sur,,62.0,86.0,126063,si,,1.2,,,,,Sursureste,41.0,14.7,9.4,13.1,12.4,20.0,17.0
Villa Real,2011-10-15,Nornoreste,Nornoreste,7.4,48.0,76.0,131009,no,4.2,0.2,,,996.7,1000.7,Noroeste,69.0,19.4,12.7,15.4,15.0,20.0,24.0
Villa Crespo,2013-09-21,Nornoreste,Norte,11.3,8.0,30.0,107197,no,6.2,0.0,1.0,0.0,1010.5,1015.5,Nornoreste,50.0,31.8,11.0,31.0,21.4,28.0,30.0
Liniers,2014-12-21,Nornoreste,Oeste,,29.0,66.0,48105,no,,0.0,8.0,,1013.6,1017.0,Noroeste,39.0,30.2,12.4,28.2,18.8,13.0,7.0
Mataderos,2010-03-17,Noroeste,,,39.0,81.0,49494,no,,0.0,,,1023.1,1026.0,Noroeste,24.0,27.6,9.7,27.2,14.9,11.0,0.0
Villa Crespo,2009-08-11,Oestesuroeste,Noroeste,7.9,34.0,69.0,105784,no,5.8,0.0,5.0,1.0,1011.8,1013.8,Oestesuroeste,31.0,20.3,5.4,19.4,11.9,20.0,11.0
Vélez Sársfield,2016-02-27,Oestesuroeste,suroeste,8.2,47.0,73.0,102068,no,3.6,0.2,1.0,8.0,1020.7,1022.7,suroeste,37.0,24.4,14.8,22.6,17.7,19.0,11.0
Caballito,2015-11-11,Estesureste,Sur,,73.0,86.0,20526,no,,0.0,,,1020.2,1020.3,Nornoreste,31.0,24.7,18.3,22.7,21.8,7.0,9.0
Núñez,2016-09-18,Oestesuroeste,Oestesuroeste,,88.0,90.0,63910,no,,1.0,7.0,8.0,1008.9,1010.5,Oeste,33.0,12.7,7.5,11.2,11.7,17.0,17.0
Parque Patricios,2010-05-05,Oestenoroeste,Oestesuroeste,2.6,85.0,71.0,75469,si,2.0,10.0,8.0,7.0,1015.6,1016.5,Oestesuroeste,63.0,14.2,7.6,12.5,11.6,24.0,17.0
Villa General Mitre,2012-07-09,Noreste,Este,4.6,40.0,60.0,115875,no,,0.0,5.0,7.0,1017.9,1021.8,Estenoreste,48.0,14.7,4.4,14.7,9.8,15.0,17.0
Villa Soldati,2017-06-12,Este,Estesureste,10.1,21.0,41.0,142290,no,7.2,0.0,2.0,1.0,1014.1,1017.6,Estesureste,44.0,29.1,17.2,28.5,20.9,20.0,15.0
Villa Luro,2008-11-07,Sur,Sureste,10.2,49.0,55.0,120767,si,3.6,2.8,6.0,1.0,1021.7,1023.3,suroeste,35.0,20.0,6.5,18.6,13.9,13.0,11.0
Villa Soldati,2017-01-22,Oeste,Oestesuroeste,6.3,65.0,79.0,142149,si,1.0,4.0,8.0,7.0,1005.4,1009.5,Oestesuroeste,44.0,32.8,24.4,32.2,29.4,28.0,9.0
Retiro,2008-11-08,Noreste,Nornoreste,4.3,69.0,65.0,84137,no,6.8,0.0,7.0,6.0,1005.8,1010.0,Norte,35.0,30.5,22.9,27.3,26.7,19.0,15.0
San Nicolás,2009-09-09,Estenoreste,suroeste,10.6,25.0,15.0,93562,no,7.4,0.0,0.0,0.0,1010.8,1015.4,Sursuroeste,33.0,31.1,18.1,29.2,24.9,20.0,22.0
Puerto Madero,2017-06-20,Nornoreste,Estenoreste,8.8,66.0,100.0,80992,no,2.4,0.0,7.0,1.0,1025.0,1028.4,Nornoreste,41.0,14.5,3.6,13.8,5.2,17.0,7.0
Balvanera,2013-06-29,Sursuroeste,Oeste,,84.0,99.0,7600,no,,0.0,8.0,8.0,1022.8,1023.8,Sur,41.0,15.5,11.1,13.6,11.9,13.0,11.0
Constitución,2010-05-22,Sursuroeste,Oeste,4.8,58.0,92.0,31017,si,2.8,17.2,3.0,7.0,1019.7,1021.5,,,18.6,10.8,18.4,11.3,24.0,22.0
La Paternal,2014-05-02,Oestesuroeste,Oestenoroeste,,46.0,53.0,44436,no,,0.0,,,1002.4,1006.1,Oestenoroeste,52.0,21.2,13.7,18.7,18.8,17.0,20.0
Parque Chas,2014-06-10,Nornoreste,Estenoreste,,48.0,90.0,73868,no,,0.2,,,1025.6,1030.9,Estenoreste,24.0,18.2,4.2,17.9,7.4,13.0,13.0
Palermo cheto,2016-04-03,Sureste,Este,,13.0,25.0,145011,no,,0.0,,,1017.0,1020.8,Estenoreste,35.0,35.3,19.1,34.3,26.1,13.0,17.0
Almagro,2015-01-31,Oestenoroeste,,,42.0,67.0,5172,no,,0.0,,,1004.9,1008.1,Estesureste,30.0,28.4,12.5,26.5,18.8,4.0,0.0
Villa Devoto,2012-05-02,Noreste,Estenoreste,,,,112798,no,,0.0,,,1019.9,1024.6,Norte,30.0,23.2,6.8,22.4,14.5,11.0,11.0
Agronomía,2012-08-26,Oeste,Oestenoroeste,,50.0,85.0,1334,no,,0.8,6.0,3.0,1020.5,1020.7,Oestesuroeste,31.0,14.2,7.0,13.8,10.2,19.0,15.0
Villa General Mitre,2014-03-31,suroeste,,3.9,48.0,83.0,116446,si,,3.6,3.0,8.0,1012.6,1015.3,suroeste,35.0,23.9,10.6,22.0,16.9,22.0,0.0
Villa Soldati,2008-09-30,Noroeste,Oeste,10.7,43.0,61.0,139202,no,7.0,0.0,1.0,1.0,1009.1,1012.9,Nornoreste,37.0,33.4,23.4,32.0,28.7,24.0,7.0
Parque Avellaneda,2012-10-13,Oestesuroeste,Oestesuroeste,4.8,52.0,75.0,68735,,3.0,,,,1021.3,1022.7,Oestesuroeste,41.0,17.1,10.2,16.6,11.9,17.0,19.0
Colegiales,2011-06-27,Nornoreste,Nornoreste,,49.0,94.0,28044,no,3.0,0.2,,,1027.5,1028.9,Nornoreste,15.0,19.0,-0.2,18.6,6.1,7.0,2.0
Agronomía,2015-09-08,Oeste,Nornoreste,,63.0,94.0,2383,no,,1.0,3.0,7.0,1018.6,1020.8,Oestesuroeste,43.0,14.9,6.1,14.1,7.9,20.0,11.0
Villa Luro,2016-03-12,suroeste,Estesureste,11.2,49.0,57.0,123360,no,8.4,0.0,0.0,0.0,1012.7,1016.1,Sursuroeste,39.0,33.0,18.7,29.7,24.9,17.0,9.0
Villa Devoto,2015-11-18,Oeste,Oeste,,45.0,65.0,114034,si,,3.6,,,1014.7,1013.4,Oestenoroeste,52.0,20.0,11.6,17.8,15.3,22.0,24.0
Villa Riachuelo,2011-11-18,Norte,Estenoreste,,85.0,65.0,134083,no,,0.2,,,1011.5,1014.1,Noroeste,31.0,18.2,8.0,16.6,15.3,4.0,6.0
Monte Castro,2015-08-10,Oestenoroeste,Oestesuroeste,,96.0,98.0,54416,no,,0.0,,,,,Oestenoroeste,63.0,1.9,-3.1,1.4,-2.3,19.0,17.0
Almagro,2013-11-08,Nornoreste,Norte,,16.0,46.0,4723,no,,0.0,,,1004.8,1011.1,suroeste,63.0,38.1,13.3,36.5,23.6,11.0,4.0
Floresta,2013-03-10,suroeste,Estesureste,10.4,24.0,62.0,37969,no,7.4,0.0,1.0,6.0,1015.0,1018.5,Oestesuroeste,24.0,34.7,18.1,33.5,22.3,17.0,11.0
La Boca,2014-04-29,Nornoreste,Norte,9.1,45.0,81.0,41393,no,1.2,0.0,6.0,1.0,1014.4,1019.0,Oestenoroeste,19.0,25.7,9.2,25.1,17.1,7.0,7.0
Monserrat,2012-11-22,Sur,Sur,,48.0,77.0,56524,no,,0.0,,8.0,1018.4,1020.1,Sur,39.0,19.8,3.0,18.6,10.6,20.0,19.0
Belgrano,2015-03-11,Noreste,Noreste,3.2,50.0,88.0,14238,si,10.0,1.6,7.0,7.0,1013.8,1015.7,Estenoreste,39.0,27.5,21.1,27.2,21.3,15.0,13.0
Palermo,2009-02-17,Sur,Nornoreste,12.0,20.0,35.0,64238,no,8.2,0.0,2.0,0.0,1013.5,1016.5,Norte,37.0,31.2,13.0,30.4,21.4,19.0,20.0
Parque Avellaneda,2013-12-04,suroeste,Norte,1.7,82.0,72.0,69093,si,5.6,9.0,8.0,8.0,1001.8,1000.6,suroeste,50.0,21.0,17.2,15.6,20.9,26.0,17.0
Villa General Mitre,2015-08-25,Noreste,Estenoreste,10.4,48.0,63.0,116958,no,,0.0,1.0,1.0,1023.4,1027.2,Estenoreste,44.0,19.4,9.7,18.6,13.1,15.0,22.0
La Boca,2009-07-21,Norte,Noroeste,9.4,43.0,86.0,39739,no,2.6,0.0,3.0,1.0,1016.3,1022.0,,,21.4,2.5,20.7,10.4,7.0,4.0
Villa Pueyrredón,2012-09-27,Sursuroeste,Oeste,,85.0,92.0,128164,,,,,,1010.6,1005.8,Oestesuroeste,54.0,11.9,6.6,9.3,7.8,15.0,9.0
Parque Chacabuco,2013-07-17,Nornoreste,Noreste,3.6,55.0,99.0,71962,no,1.2,0.0,7.0,8.0,1014.0,1018.8,Estenoreste,35.0,18.4,8.6,17.4,10.0,24.0,17.0
Villa Real,2012-06-16,Nornoreste,Nornoreste,3.2,68.0,86.0,131254,no,0.6,0.6,,,1005.6,1008.6,Nornoreste,30.0,12.1,5.4,11.7,6.0,11.0,19.0
Villa General Mitre,2014-11-02,Oeste,Noroeste,9.2,45.0,70.0,116662,no,,0.0,2.0,2.0,1013.1,1012.5,suroeste,46.0,25.0,8.8,22.7,20.6,33.0,11.0
Villa Luro,2013-09-19,Noroeste,Oestenoroeste,4.3,58.0,71.0,122455,si,4.2,3.4,3.0,7.0,1013.3,1014.7,Nornoreste,35.0,20.6,14.8,19.9,17.2,17.0,7.0
Villa del Parque,2015-01-25,Estesureste,Estesureste,7.2,58.0,58.0,110728,no,7.0,0.0,1.0,7.0,1020.1,1021.4,,,21.2,17.0,19.5,18.5,24.0,19.0
Villa Ortúzar,2016-11-25,Este,Este,,14.0,45.0,126619,no,,0.0,,,,,Estenoreste,37.0,29.0,9.4,28.2,18.2,17.0,19.0
Mataderos,2011-12-23,Noreste,Sur,,38.0,69.0,50110,no,,0.0,,,1010.8,1014.4,Este,31.0,27.4,11.9,26.2,18.3,7.0,2.0
Nueva Pompeya,2009-08-29,Oestesuroeste,Nornoreste,,79.0,90.0,58413,si,2.2,1.4,7.0,7.0,998.1,1000.1,Nornoreste,48.0,16.0,8.9,13.8,11.0,24.0,19.0
Palermo,2010-11-28,Sursuroeste,Sur,2.7,67.0,88.0,64887,si,5.0,28.0,8.0,7.0,1015.6,1013.5,Sursuroeste,54.0,15.0,12.0,13.6,12.6,35.0,28.0
Monserrat,2009-12-04,Oeste,Sursureste,,32.0,67.0,55470,no,,0.0,,4.0,1017.5,1019.6,suroeste,35.0,21.0,4.8,19.6,11.5,19.0,20.0
Recoleta,2010-02-28,Sur,Sursureste,8.0,48.0,63.0,81421,no,4.4,0.0,,,1024.5,1024.7,Sursureste,56.0,20.3,11.2,18.4,14.8,35.0,20.0
Monte Castro,2010-01-01,Oeste,Oestesuroeste,,77.0,99.0,52458,si,,20.4,,,,,Noroeste,54.0,19.6,10.4,18.5,12.2,19.0,13.0
Barracas,2015-09-17,Estenoreste,Sureste,,80.0,79.0,11419,si,,1.5,2.0,7.0,1012.8,1015.2,Sursuroeste,74.0,21.3,16.2,18.8,20.0,17.0,11.0
La Boca,2011-05-01,Sur,Oestenoroeste,,61.0,94.0,40358,si,,4.0,2.0,4.0,1015.4,1018.0,Sur,39.0,22.7,12.6,21.2,15.7,24.0,13.0
Coghlan,2014-10-22,Noreste,Norte,,39.0,53.0,26189,no,,0.0,,,,,Nornoreste,33.0,25.8,13.2,24.9,18.0,13.0,9.0
Retiro,2012-02-22,Este,Sursureste,9.5,62.0,64.0,85308,no,5.4,0.2,7.0,2.0,1011.9,1013.7,Estesureste,33.0,29.5,22.9,27.5,26.5,15.0,11.0
Monserrat,2016-12-11,Sureste,Estesureste,,45.0,72.0,57945,no,,0.0,,4.0,1021.2,1023.1,Sureste,43.0,21.7,9.3,19.5,12.9,13.0,17.0
Parque Chacabuco,2013-11-21,Oeste,Sursuroeste,12.1,25.0,63.0,72089,no,6.4,0.4,3.0,1.0,1009.6,1012.4,Sursureste,41.0,25.2,10.0,24.1,13.8,13.0,13.0
Mataderos,2014-10-27,Oestenoroeste,,,45.0,65.0,51089,no,,0.0,,,1003.3,1007.7,Oestenoroeste,56.0,24.4,9.9,23.5,16.4,22.0,0.0
Villa Devoto,2017-02-16,Sursureste,Estesureste,,53.0,57.0,114490,no,,0.0,,,1016.8,1018.1,Sursureste,44.0,23.4,10.7,21.7,17.7,26.0,22.0
Agronomía,2010-08-28,Oeste,Estenoreste,,58.0,99.0,635,no,,0.0,3.0,8.0,1024.0,1024.4,Oestesuroeste,22.0,14.4,0.9,13.3,4.1,4.0,6.0
Parque Chacabuco,2012-10-21,Sur,Sursureste,11.8,16.0,57.0,71752,no,3.8,0.0,,7.0,1018.3,1020.3,Sursureste,39.0,25.7,12.9,23.7,14.1,13.0,20.0
Retiro,2013-04-29,Estenoreste,Oestesuroeste,10.4,59.0,73.0,85681,no,4.0,0.0,1.0,1.0,1021.4,1023.6,Noreste,19.0,27.2,15.8,26.1,21.3,9.0,6.0
Flores,2016-03-25,Noroeste,Noroeste,0.3,57.0,69.0,36071,no,6.8,0.0,7.0,7.0,1016.1,1018.7,Sur,44.0,25.4,19.9,24.1,21.5,13.0,13.0
Saavedra,2015-05-14,Sureste,Sursureste,10.0,51.0,44.0,89466,no,5.8,0.0,7.0,6.0,1016.0,1017.5,Sursureste,56.0,28.1,17.3,25.3,24.7,31.0,28.0
Coghlan,2015-06-03,Sur,Oestenoroeste,,39.0,90.0,26413,no,,0.0,,,,,Sursureste,13.0,16.9,2.0,16.6,7.2,4.0,2.0
Villa Luro,2010-10-02,Oestesuroeste,suroeste,8.3,55.0,48.0,121461,no,4.0,0.0,6.0,6.0,1016.2,1015.7,suroeste,43.0,20.5,14.1,18.2,17.7,17.0,22.0
Puerto Madero,2009-04-02,Nornoreste,Noreste,10.4,27.0,69.0,78080,no,6.2,0.0,5.0,5.0,1017.6,1021.4,Norte,31.0,32.6,13.8,32.1,17.9,15.0,6.0
Liniers,2008-05-25,Nornoreste,Sureste,8.4,48.0,81.0,45793,no,1.6,0.0,5.0,1.0,1021.8,1025.5,Oeste,39.0,17.5,-0.3,17.2,6.2,15.0,6.0
Palermo cheto,2017-03-19,Sursureste,Este,,10.0,23.0,145361,no,,0.0,,,1007.6,1012.4,Estenoreste,35.0,39.5,19.2,37.8,28.7,19.0,19.0
Vélez Sársfield,2016-12-04,Norte,Nornoreste,,98.0,65.0,102349,no,,0.0,8.0,,1005.3,1007.2,Nornoreste,76.0,29.4,7.2,20.0,20.3,28.0,15.0
Saavedra,2014-04-20,Sureste,Sur,8.1,50.0,71.0,89077,no,4.0,0.0,7.0,7.0,1012.5,1015.0,Sureste,48.0,28.5,21.6,27.4,24.3,33.0,17.0
Villa Luro,2011-02-27,Oestesuroeste,Este,11.2,34.0,51.0,121609,no,11.4,0.0,2.0,1.0,1004.7,1007.4,suroeste,35.0,37.4,23.1,34.4,28.2,17.0,9.0
Parque Avellaneda,2012-03-22,Sursureste,Oestesuroeste,9.5,36.0,67.0,68530,si,4.4,10.0,7.0,1.0,1007.6,1011.4,Oestesuroeste,35.0,20.8,11.4,20.1,13.4,15.0,13.0
Monserrat,2015-12-21,Sur,Sur,,38.0,72.0,57589,si,,3.4,,8.0,1021.1,1020.0,Sursureste,46.0,22.0,10.7,20.2,13.4,22.0,30.0
Villa General Mitre,2013-06-22,Norte,Nornoreste,8.7,33.0,45.0,116164,,,,,,1015.2,1018.4,Estenoreste,39.0,23.3,9.9,22.5,14.3,20.0,20.0
San Telmo,2009-01-14,Oestesuroeste,Norte,12.8,35.0,57.0,96517,no,12.6,0.0,,,1009.8,1011.7,Oeste,35.0,32.3,20.0,30.8,23.8,20.0,7.0
San Telmo,2017-06-05,suroeste,,,58.0,84.0,99492,no,,0.0,,,1027.3,1029.6,suroeste,19.0,17.6,5.1,17.2,9.2,9.0,0.0
Floresta,2014-10-24,Oeste,Estenoreste,8.2,17.0,41.0,38562,no,11.0,0.0,7.0,4.0,1010.6,1015.3,Oeste,43.0,33.9,18.8,33.1,24.4,22.0,19.0
Boedo,2011-05-13,Noroeste,Nornoreste,,49.0,68.0,15939,no,,0.0,5.0,1.0,,,,,20.8,9.0,19.5,15.0,6.0,7.0
Versalles,2010-04-26,Nornoreste,Norte,5.5,42.0,68.0,103033,no,2.8,0.0,7.0,4.0,1020.1,1024.3,Oestenoroeste,41.0,20.2,6.4,18.4,14.6,13.0,13.0
Agronomía,2010-10-09,Estesureste,Sursuroeste,,49.0,83.0,677,no,,0.0,,1.0,1023.6,1025.7,Norte,17.0,20.8,5.4,19.7,9.9,4.0,2.0
Saavedra,2015-06-27,Estesureste,Sursureste,10.5,49.0,65.0,89510,si,5.0,1.8,,2.0,1018.9,1022.2,Sursureste,48.0,25.6,19.0,24.9,21.9,28.0,28.0
Villa Riachuelo,2016-01-30,Sursureste,Sursureste,,77.0,75.0,135558,si,,54.2,6.0,8.0,,,Sursureste,43.0,21.6,17.8,19.5,19.3,20.0,26.0
Colegiales,2009-10-20,Noroeste,Estenoreste,,22.0,72.0,27459,no,4.6,0.0,,,1017.0,1023.5,Oestenoroeste,37.0,31.6,9.8,30.8,18.3,24.0,9.0
Villa General Mitre,2014-09-19,Sur,Sursureste,10.8,51.0,81.0,116618,no,,0.0,,0.0,1019.0,1022.9,suroeste,24.0,24.8,8.5,24.2,17.6,9.0,7.0
Almagro,2013-09-19,Oeste,Noreste,,22.0,35.0,4673,no,,0.0,,,1003.8,1005.6,Oestenoroeste,37.0,23.1,10.4,21.8,17.7,24.0,4.0
Villa Crespo,2012-04-22,Oeste,Oestesuroeste,,35.0,70.0,106739,no,,0.0,1.0,,1010.8,1012.8,Oestesuroeste,41.0,23.0,13.8,22.9,17.5,26.0,31.0
Colegiales,2011-10-03,Oeste,Sursuroeste,,46.0,67.0,28142,si,,6.4,,,1021.0,1023.8,Sursuroeste,30.0,18.2,10.0,17.7,13.3,4.0,17.0
Saavedra,2012-05-15,Sureste,Sursureste,9.0,50.0,62.0,88431,no,8.0,0.0,5.0,2.0,1013.3,1016.5,Sureste,50.0,28.2,20.3,26.8,25.2,28.0,22.0
Villa Pueyrredón,2015-01-05,Sursureste,Este,,56.0,58.0,128935,no,,0.0,,,1009.1,1013.4,Sursureste,31.0,29.5,13.3,27.6,24.4,17.0,13.0
Recoleta,2016-11-17,Nornoreste,Norte,,28.0,48.0,83786,no,,0.2,,,1011.4,1015.1,Nornoreste,52.0,30.9,11.7,30.3,21.4,26.0,20.0
Coghlan,2010-07-01,,Estesureste,,43.0,98.0,24704,no,,0.0,,,,,Oeste,20.0,16.6,1.4,15.7,6.2,0.0,6.0
Monserrat,2016-04-21,Sursuroeste,Nornoreste,,85.0,47.0,57711,no,,0.0,7.0,8.0,1020.1,1019.7,Nornoreste,46.0,21.7,16.2,15.6,18.4,11.0,20.0
Núñez,2017-04-30,Oestesuroeste,suroeste,,59.0,99.0,64134,no,,0.2,,,1019.4,1023.2,,,18.9,4.3,18.7,11.5,11.0,4.0
Monserrat,2011-09-16,Oestesuroeste,Nornoreste,,59.0,70.0,56091,no,,0.2,1.0,5.0,1014.9,1014.4,Nornoreste,35.0,17.6,2.0,16.7,10.5,20.0,22.0
Constitución,2013-04-05,Estenoreste,Oestenoroeste,4.3,55.0,83.0,31977,si,0.8,18.4,6.0,7.0,1028.4,1030.4,Oeste,24.0,23.6,15.6,22.9,17.5,7.0,9.0
Parque Avellaneda,2015-09-28,Sursureste,Norte,5.4,,,69756,,5.8,,,,,,Norte,50.0,,,,,9.0,30.0
Palermo,2010-10-25,Norte,Norte,12.6,35.0,66.0,64853,no,4.6,0.0,3.0,1.0,1018.0,1022.9,Norte,43.0,22.5,4.8,21.3,11.3,31.0,7.0
San Nicolás,2013-01-19,Estenoreste,Este,3.5,66.0,63.0,94729,no,8.0,0.0,7.0,7.0,1005.0,1007.6,Estenoreste,48.0,32.4,26.0,30.3,29.7,30.0,24.0
Villa General Mitre,2013-01-07,Este,Sureste,3.3,28.0,83.0,116026,,,,,2.0,1009.8,1012.2,Noroeste,48.0,37.8,23.6,36.8,25.3,19.0,11.0
Monserrat,2014-11-13,Norte,,,17.0,25.0,57186,no,,0.0,5.0,7.0,1011.2,1014.9,Norte,39.0,30.8,7.3,29.9,22.1,22.0,0.0
Floresta,2009-11-01,Noreste,Nornoreste,10.5,22.0,39.0,36833,no,9.4,0.0,7.0,3.0,1017.8,1022.1,Sur,28.0,36.5,17.0,35.3,26.6,7.0,11.0
Versalles,2014-04-14,Sursureste,Sureste,10.1,39.0,67.0,104393,no,3.5,0.2,1.0,1.0,1021.0,1022.8,Sureste,39.0,18.6,10.4,18.2,14.6,24.0,24.0
